Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,ID,Venue,Venue Latitude,Venue Longitude,Venue Category
Davisville,43.7043244,-79.3887901,4af61b19f964a5203c0122e3,BMV Books,43.7074500015253,-79.39845675970373,Bookstore
Davisville,43.7043244,-79.3887901,4ae5077ef964a52018a021e3,St. Louis Bar & Grill,43.70156059631898,-79.3975579053515,Bar
Davisville,43.7043244,-79.3887901,4aee242ef964a52077d221e3,Tabülè,43.700931800454605,-79.39707754696065,Middle Eastern Restaurant
Davisville,43.7043244,-79.3887901,57bdab96498edb3f0d694b97,Good Fortune,43.70807,-79.39438,Bar
Davisville,43.7043244,-79.3887901,4ad4c061f964a520a2f720e3,Grazie Ristorante,43.70932882869532,-79.39882260781977,Italian Restaurant
Davisville,43.7043244,-79.3887901,53865482498edb61054992bd,Star King,43.70851901243233,-79.39876370631299,Vietnamese Restaurant
Davisville,43.7043244,-79.3887901,52c9eb15498e8c2d586fffea,Sip Wine Bar,43.709706559620166,-79.39855751580205,Wine Bar
Davisville,43.7043244,-79.3887901,4bd6e35d637ba5933ad3f870,GoodLife Fitness Toronto Dunfield and Eglinton,43.707645,-79.395303,Gym
Davisville,43.7043244,-79.3887901,4f21daaae4b063d4fdda6292,Panago,43.70802010192862,-79.39243579339883,Pizza Place
Davisville,43.7043244,-79.3887901,5abe3be1d3cce81e4407f9e5,Zezafoun Syrian Cuisine,43.702667,-79.39712,Syrian Restaurant
Davisville,43.7043244,-79.3887901,4aeb39caf964a520d6bf21e3,Lola Sushi,43.70190300051086,-79.39754478712398,Sushi Restaurant
Davisville,43.7043244,-79.3887901,4ff75b7ee4b09036684f84cb,Rachel's Coffee House,43.70102127431561,-79.39702746087926,Café
Davisville,43.7043244,-79.3887901,57fd61c0498e765c1fcb8dea,Cineplex VIP Yonge & Eglinton,43.706515446920825,-79.39894967345053,Movie Theater
Davisville,43.7043244,-79.3887901,4ad4c05ef964a520aaf620e3,Mount Pleasant Cemetery,43.69738410694061,-79.38628568091416,Cemetery
Davisville,43.7043244,-79.3887901,4fb90459e4b0fa8ed197391d,Hazel's Diner,43.70210267511542,-79.3876176468172,Diner
Davisville,43.7043244,-79.3887901,522692e57e48dcd95da75845,The Wallace Gastropub,43.69931353346797,-79.39691946842647,Gastropub
Davisville,43.7043244,-79.3887901,4b01ef6ef964a520ad4622e3,Sushi Rock Café,43.709088833260985,-79.39864107618006,Sushi Restaurant
Davisville,43.7043244,-79.3887901,4b800918f964a5209a4c30e3,Mastermind Toys,43.704839243420075,-79.38854629838522,Toy / Game Store
Davisville,43.7043244,-79.3887901,4ad4c05cf964a52004f620e3,Grano,43.701711544450895,-79.39731784785127,Italian Restaurant
Davisville,43.7043244,-79.3887901,55e648c2498e05836b7febc5,Chipotle Mexican Grill,43.70815173828545,-79.3982778666589,Mexican Restaurant
Davisville,43.7043244,-79.3887901,4ad4c060f964a5207ef720e3,Echo Sushi,43.701276209959566,-79.39719155389227,Sushi Restaurant
Davisville,43.7043244,-79.3887901,4b77f28ff964a520c6af2ee3,Aroma Espresso Bar,43.70694387159571,-79.39841321891859,Coffee Shop
Davisville,43.7043244,-79.3887901,4ae24e96f964a5200e8d21e3,Coquine Restaurant,43.70262346819862,-79.39742931913001,French Restaurant
Davisville,43.7043244,-79.3887901,51d5d176498ec1553599ecf1,FormoCha,43.707298092598755,-79.39583360320451,Bubble Tea Shop
Davisville,43.7043244,-79.3887901,58a881442520ae596a926970,Starving Artist,43.701538,-79.38724,Restaurant
Davisville,43.7043244,-79.3887901,4ad4c062f964a520e0f720e3,Cineplex Cinemas,43.7074639404955,-79.39848424554106,Movie Theater
Davisville,43.7043244,-79.3887901,52b620e5498e209016cb6048,Chacho's,43.697808,-79.389126,Mexican Restaurant
Davisville,43.7043244,-79.3887901,4b59e829f964a520ea9f28e3,Toronto City Tennis Club,43.69842567235099,-79.39092989594947,Tennis Court
Davisville,43.7043244,-79.3887901,4ae074f8f964a520677f21e3,Starbucks,43.705563,-79.39763,Coffee Shop
Davisville,43.7043244,-79.3887901,589f58fbd0bb3e25a8e5a88a,Rolltation,43.707516562779155,-79.39845605240227,Japanese Restaurant
Davisville,43.7043244,-79.3887901,4ade178ff964a520127321e3,Starbucks,43.698491,-79.396383,Coffee Shop
Davisville,43.7043244,-79.3887901,4adb2fd3f964a520c42421e3,Homeway Restaurant & Brunch,43.71264120397444,-79.39155655199944,Breakfast Spot
Davisville,43.7043244,-79.3887901,4bd229df046076b062667371,Il Sogno,43.70051970377133,-79.39694414493479,Italian Restaurant
Davisville,43.7043244,-79.3887901,4b8d59c1f964a52053f632e3,Cinnabon,43.70610397581247,-79.39868225423287,Bakery
Davisville,43.7043244,-79.3887901,517adc9be4b053371ec02d9e,Ritz Caribbean Food,43.706485581889645,-79.39976278634985,Caribbean Restaurant
Davisville,43.7043244,-79.3887901,4b13f568f964a520f29a23e3,souvlaki express,43.70737794652891,-79.38984793934696,Greek Restaurant
Davisville,43.7043244,-79.3887901,4ad90695f964a520401721e3,Sushi Supreme,43.70056322248802,-79.39711818948349,Sushi Restaurant
Davisville,43.7043244,-79.3887901,5a289d112632ec6fee9f1341,Snakes & Lattes,43.70687937589194,-79.39664592631574,Gaming Cafe
Davisville,43.7043244,-79.3887901,4cc9ae6141e75481dff85d84,Flaming Stove,43.6982734596517,-79.39583125603463,Indian Restaurant
Davisville,43.7043244,-79.3887901,4c51db34b6dabe9a11d46b12,Apple Tree Farmer's Market,43.70032613903132,-79.38976045544334,Farmers Market
Davisville,43.7043244,-79.3887901,4bf55c0c94af2d7fcb993b72,Quick Pita,43.707959341587404,-79.39261150810752,Middle Eastern Restaurant
Davisville,43.7043244,-79.3887901,4c5f63213986e21eed23924f,Gelato Simply Italian,43.702080446732495,-79.39747494399498,Ice Cream Shop
Davisville,43.7043244,-79.3887901,4aea4896f964a520bdba21e3,Fox & Firkin,43.70694599029648,-79.39657956584766,Pub
Davisville,43.7043244,-79.3887901,4dce8fd5d164679b8d01ff13,Starbucks,43.70774693757684,-79.39855597511038,Coffee Shop
Davisville,43.7043244,-79.3887901,4e984a0a9a52e2664314040c,Marcheleo's Gourmet Marketplace,43.70804065392919,-79.39219480282117,Gourmet Shop
Davisville,43.7043244,-79.3887901,4b62d9d0f964a5207a552ae3,Second Cup,43.704344001380505,-79.38865888961692,Coffee Shop
Davisville,43.7043244,-79.3887901,4b7ccc72f964a520e3a52fe3,Banjara Indian Cuisine,43.7078104847312,-79.3932956275409,Indian Restaurant
Davisville,43.7043244,-79.3887901,4c73b0a0d944224b6ad80f29,Petro-Canada,43.70226903889355,-79.38795536756516,Gas Station
Davisville,43.7043244,-79.3887901,4b65d0b4f964a52083012be3,Hasty Market,43.69828874578915,-79.39588738795761,Convenience Store
Davisville,43.7043244,-79.3887901,4b59169df964a520f17b28e3,Pizza Pizza,43.69896291032417,-79.39670128803847,Pizza Place
Davisville,43.7043244,-79.3887901,4be17cf5d816c928d330f0d9,Booster Juice,43.70750538,-79.39889738,Juice Bar
Davisville,43.7043244,-79.3887901,4adf422af964a520d77821e3,Duke of Kent,43.707918,-79.398406,Pub
Davisville,43.7043244,-79.3887901,4b6b67d4f964a52090062ce3,Shoppers Drug Mart,43.708887,-79.39806,Pharmacy
Davisville,43.7043244,-79.3887901,4bb0cf8df964a520175f3ce3,Solutions,43.708495983032954,-79.39861782755294,Furniture / Home Store
Davisville,43.7043244,-79.3887901,572778ee498e59d0d7dc9abe,Banh Mi Boys,43.709216793291695,-79.39877705894672,Fast Food Restaurant
Davisville,43.7043244,-79.3887901,4b6209eaf964a520ea312ae3,EB Games,43.708881444855734,-79.39861098918432,Video Game Store
Davisville,43.7043244,-79.3887901,4c59dbe3d3aee21e2f486955,Subway,43.70176337400996,-79.38780495416756,Sandwich Place
Davisville,43.7043244,-79.3887901,4b265df5f964a5209f7a24e3,TD Canada Trust,43.6995479,-79.3972046,Bank
Davisville,43.7043244,-79.3887901,4af1f558f964a520c1e421e3,Shoppers Drug Mart,43.707806,-79.389893,Pharmacy
Davisville,43.7043244,-79.3887901,50353048e4b0c42300d9c847,A&W,43.706837,-79.397167,Fast Food Restaurant
Davisville,43.7043244,-79.3887901,57b8c524cd10f719218fda73,Meow Cat Cafe,43.702927,-79.38819,Café
Davisville,43.7043244,-79.3887901,4bb0b878f964a52075573ce3,Tim Hortons,43.70950707691982,-79.39866169363086,Coffee Shop
Davisville,43.7043244,-79.3887901,4be5dd23bcef2d7f6f7204e5,KFC,43.6993,-79.3869,Fast Food Restaurant
Davisville,43.7043244,-79.3887901,4b049a8df964a5208d5522e3,Mariachi's,43.70219956947088,-79.39757693808689,Mexican Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,5362c366498e602fbe1db395,Yasu,43.66283719650635,-79.40321739973975,Japanese Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,527d450111d25050de4ea0d8,Rasa,43.662756751275445,-79.40398803188654,Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,5707bcb9498e709b544e20b2,Her Father's Cider Bar + Kitchen,43.66244824890102,-79.40470324675829,Beer Bar
"University of Toronto, Harbord",43.6626956,-79.4000493,53b74e05498efc27ecea1954,Almond Butterfly,43.66283554072087,-79.40336494731255,Bakery
"University of Toronto, Harbord",43.6626956,-79.4000493,5a4fe33db8fd9d1e3273654e,The Dessert Kitchen,43.66282317865166,-79.40274569154498,Dessert Shop
"University of Toronto, Harbord",43.6626956,-79.4000493,4ade455bf964a520837421e3,Harbord House,43.66246595195944,-79.40541041671369,Bar
"University of Toronto, Harbord",43.6626956,-79.4000493,59319e3ae185f3283a4fc06a,Cafe Cancan,43.662735486588865,-79.40344738555669,French Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,56eb72e3498eefb98d82274b,Piano Piano,43.66294872979362,-79.40289804116937,Italian Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4b6cbfd2f964a52072512ce3,Akai Sushi,43.66246971191281,-79.40494572728848,Sushi Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4df15e3c1f6e818dadf7afc0,Fresh on Bloor,43.66675488472059,-79.40349130034014,Vegetarian / Vegan Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4ba79cd4f964a52060a239e3,Philosopher's Walk,43.666893747498605,-79.39559698104858,Park
"University of Toronto, Harbord",43.6626956,-79.4000493,4d947c8c1646a35df82237a3,The Planet Traveler,43.657202,-79.403568,Hostel
"University of Toronto, Harbord",43.6626956,-79.4000493,4adf787cf964a520e57a21e3,Koerner Hall,43.667983280307865,-79.3959619437764,Concert Hall
"University of Toronto, Harbord",43.6626956,-79.4000493,57b8cab3498efd6376fd296b,City Market Valu-mart,43.657337,-79.401512,Supermarket
"University of Toronto, Harbord",43.6626956,-79.4000493,517ae303011ced68fcc25005,Harvest Kitchen,43.662713770749434,-79.40433001263669,Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4aec4c24f964a520e9c521e3,Harbord Bakery & Calandria,43.662519096022976,-79.40444270567404,Bakery
"University of Toronto, Harbord",43.6626956,-79.4000493,4b9d206bf964a520e69136e3,Queen's Park,43.66394609897775,-79.39217952520835,Park
"University of Toronto, Harbord",43.6626956,-79.4000493,4ba17867f964a520c7b937e3,Sivananda Yoga Centre,43.6627536,-79.4029508,Yoga Studio
"University of Toronto, Harbord",43.6626956,-79.4000493,4b31677bf964a520530625e3,Royal Conservatory of Music,43.66822758218325,-79.39631143267306,Music School
"University of Toronto, Harbord",43.6626956,-79.4000493,4d84f8f950913704f5db8b5b,Bakka Phoenix Books,43.662958633796144,-79.40260149079198,Bookstore
"University of Toronto, Harbord",43.6626956,-79.4000493,4ad4c061f964a5208ff720e3,Real Thailand Restaurant,43.66655676709821,-79.40465745192407,Thai Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4dbc33b90cb691071c9c7d29,A & C World,43.65740880302916,-79.39984655786655,Gaming Cafe
"University of Toronto, Harbord",43.6626956,-79.4000493,4ad4c05ef964a520d9f620e3,Royal Ontario Museum,43.668367065616046,-79.3948129405877,Museum
"University of Toronto, Harbord",43.6626956,-79.4000493,4ae10966f964a520c28421e3,BMV Books,43.66586,-79.406824,Bookstore
"University of Toronto, Harbord",43.6626956,-79.4000493,5061dbab498ee603149683e5,Voodoo Child,43.65695821626081,-79.40546029795985,Café
"University of Toronto, Harbord",43.6626956,-79.4000493,55820db4498e4abb523622bf,Otto's Berlin Döner,43.65638733696026,-79.40278822246442,Doner Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4ae8c418f964a52019b221e3,Athletic Centre,43.66248699305214,-79.40065676565847,College Gym
"University of Toronto, Harbord",43.6626956,-79.4000493,4d7e5290dd4a6ea80d4d6725,Fresca Pizza & Pasta,43.65767178765488,-79.40192098444325,Pizza Place
"University of Toronto, Harbord",43.6626956,-79.4000493,5012bdc3e4b0907580260b70,Innis Cafe,43.665401003815745,-79.39971478706231,Café
"University of Toronto, Harbord",43.6626956,-79.4000493,5aea0fc3b9b37b002c30ab00,Fuwa Fuwa Japanese Pancakes,43.66587984725407,-79.40783968911445,Pastry Shop
"University of Toronto, Harbord",43.6626956,-79.4000493,4fce7df0e4b0d498825b14d2,ROM Museum Store,43.66851433563614,-79.39487921364,Gift Shop
"University of Toronto, Harbord",43.6626956,-79.4000493,4ce47a4bc850721e2b8bc38a,Hart House Theatre,43.66357134217992,-79.3946163990837,Theater
"University of Toronto, Harbord",43.6626956,-79.4000493,5488fd3b498e3141e0379717,Bulk Barn,43.66570828665725,-79.40832293053349,Grocery Store
"University of Toronto, Harbord",43.6626956,-79.4000493,5320f2ae498e89e0a7064fac,The Original Gyro Grill,43.66662059602154,-79.40554379665828,Greek Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4b58a308f964a520db6228e3,COBS Bread,43.66622171718618,-79.40606647691668,Bakery
"University of Toronto, Harbord",43.6626956,-79.4000493,4c1281007f7f2d7ff76cdd68,Coach House Printing,43.66631964001284,-79.40027745050322,Bookstore
"University of Toronto, Harbord",43.6626956,-79.4000493,4d13b509e3b5224b14da9143,Café Pamenar,43.65667776586101,-79.402821713777,Café
"University of Toronto, Harbord",43.6626956,-79.4000493,4af1c047f964a520cfe221e3,El Trompo,43.6558316709016,-79.40256072891863,Mexican Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4ad4c063f964a52029f820e3,Tiffany & Co.,43.6691352,-79.3934841,Jewelry Store
"University of Toronto, Harbord",43.6626956,-79.4000493,51faeaf1498e2f68d53f09d1,Millie Creperie,43.654993860126034,-79.3998292732052,Dessert Shop
"University of Toronto, Harbord",43.6626956,-79.4000493,4b2d2ab2f964a52007d024e3,Hibiscus,43.655454254557085,-79.4024390910271,Vegetarian / Vegan Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4ad4c062f964a520b9f720e3,Hot Docs Ted Rogers Cinema,43.665499199156656,-79.4103125084796,Indie Movie Theater
"University of Toronto, Harbord",43.6626956,-79.4000493,5b06c935f1936e002c076d10,Kimpton St. George,43.667367535338556,-79.40062654120706,Hotel
"University of Toronto, Harbord",43.6626956,-79.4000493,50427a03e4b08d9f5931f593,Seven Lives - Tacos y Mariscos,43.65441817160925,-79.40054467846261,Mexican Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,59f7bad335811b13a241e498,Gyubee,43.66708824997601,-79.4005710246546,Japanese Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,57817461498e4ac40d24a6d6,Crafty Coyote,43.66559307383268,-79.40862274504491,Beer Bar
"University of Toronto, Harbord",43.6626956,-79.4000493,55175269498ef06e96eeeb98,Trinity Common,43.65658951604609,-79.4027605130573,Bar
"University of Toronto, Harbord",43.6626956,-79.4000493,535163cf498ea10a3b9582b5,Blackbird Baking Co,43.65476385976386,-79.40056588367806,Bakery
"University of Toronto, Harbord",43.6626956,-79.4000493,4ad7e7acf964a520f40f21e3,Urban Herbivore,43.65619336278354,-79.40267323355785,Vegetarian / Vegan Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,53652192498e40623181fd95,Bampot,43.661516901580214,-79.4090529984477,Café
"University of Toronto, Harbord",43.6626956,-79.4000493,514b665bf31c2c1960f7a8aa,The Burgernator,43.65564188206897,-79.40244009529668,Burger Joint
"University of Toronto, Harbord",43.6626956,-79.4000493,52c5dd8d498e25dee9f19457,Isshin Ramen 一心,43.65651655724417,-79.40694540739058,Ramen Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,587bc580e786b26b0d586aa3,FILM CAFE,43.65510856565147,-79.40234241534543,Comfort Food Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4aedf32af964a52091d021e3,Golden Patty,43.6546590586465,-79.4011788108254,Caribbean Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4ad4c061f964a5209ff720e3,Crêpes à GoGo,43.666609329440774,-79.4040605788033,Creperie
"University of Toronto, Harbord",43.6626956,-79.4000493,4adccb27f964a520e02f21e3,Essence of Life Organics,43.65411067840614,-79.4004308758787,Organic Grocery
"University of Toronto, Harbord",43.6626956,-79.4000493,4ad4c05cf964a52008f620e3,Wanda's Pie in the Sky,43.656162824734984,-79.40263037274666,Bakery
"University of Toronto, Harbord",43.6626956,-79.4000493,4ad4c05cf964a520cdf520e3,Insomnia Restaurant and Lounge,43.665179618013326,-79.41096552569321,Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4ada2c4ef964a520851f21e3,Manic Coffee,43.656684355245964,-79.40703202630826,Café
"University of Toronto, Harbord",43.6626956,-79.4000493,4a8d5b48f964a520840f20e3,The Moonbean Cafe,43.65414662211733,-79.40018175516231,Café
"University of Toronto, Harbord",43.6626956,-79.4000493,4b804b28f964a5200f6530e3,Perola Supermarket,43.65489448176307,-79.40214642462199,Grocery Store
"University of Toronto, Harbord",43.6626956,-79.4000493,4b526f56f964a520377d27e3,Country Style Hungarian Restaurant,43.66562095917719,-79.40897737643422,Eastern European Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,5830bf495d6ec631f622902f,Little Pebbles,43.654883,-79.400264,Coffee Shop
"University of Toronto, Harbord",43.6626956,-79.4000493,4b116957f964a520087c23e3,Kid Icarus,43.653933260442265,-79.40171859012935,Arts & Crafts Store
"University of Toronto, Harbord",43.6626956,-79.4000493,578fb4ce498ed3b80015a859,Wafels and More,43.65465108367296,-79.40197747917576,Belgian Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4aeb711ef964a52017c221e3,Vegetarian Haven,43.656016028357094,-79.3927577742003,Vegetarian / Vegan Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4df2e93ad22d8c5470dc3b01,Poetry Jazz Cafe,43.654974536398164,-79.40237067545584,Jazz Club
"University of Toronto, Harbord",43.6626956,-79.4000493,4af73f0cf964a5209e0722e3,She Said Boom!,43.657137075879916,-79.40472596142499,Record Shop
"University of Toronto, Harbord",43.6626956,-79.4000493,5851acca7220e6111b759270,Livelihood Cafe,43.655820905845346,-79.40262894753235,Café
"University of Toronto, Harbord",43.6626956,-79.4000493,4b81532ff964a520859f30e3,Global Cheese,43.65462257332082,-79.4006057130889,Cheese Shop
"University of Toronto, Harbord",43.6626956,-79.4000493,4ad4c05df964a5204cf620e3,Sneaky Dee's Restaurant & Concert Venue,43.65634906243686,-79.40764590401695,Bar
"University of Toronto, Harbord",43.6626956,-79.4000493,5079aa85e4b065f1dd64ce3f,Hooked,43.6545853262614,-79.40174629702895,Fish Market
"University of Toronto, Harbord",43.6626956,-79.4000493,51438b33e4b0a40e33fe5e77,Jimmy's Coffee,43.65449315540114,-79.40131090393002,Café
"University of Toronto, Harbord",43.6626956,-79.4000493,4ae63f5df964a520fca521e3,Midoco Art & Office Supplies,43.66524983686544,-79.41059231104832,Arts & Crafts Store
"University of Toronto, Harbord",43.6626956,-79.4000493,4b7897e5f964a52012d92ee3,Sheherzade,43.656658800835054,-79.40696895427777,Persian Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4ae513ebf964a52041a021e3,The Cloak and Dagger,43.65693093368426,-79.40566290389248,Pub
"University of Toronto, Harbord",43.6626956,-79.4000493,4fe51ae2e4b0bdc4f40dae87,Famoso Neapolitan Pizzeria,43.66619627664693,-79.40656418036734,Italian Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,57802743498ec67ef8812d88,Eva's Original Chimneys,43.665608421839806,-79.4090342859261,Ice Cream Shop
"University of Toronto, Harbord",43.6626956,-79.4000493,4b17d44af964a52099c823e3,L'Espresso Bar Mercurio,43.667607786430985,-79.39920107639665,Café
"University of Toronto, Harbord",43.6626956,-79.4000493,534edf63498ee9ce39f7290b,Dolce Gelato Kensington,43.655278818606426,-79.40232570967991,Ice Cream Shop
"University of Toronto, Harbord",43.6626956,-79.4000493,4b23c951f964a520ad5924e3,Kensington Food Market,43.654058473740236,-79.40037565547179,Farmers Market
"University of Toronto, Harbord",43.6626956,-79.4000493,4e9a55b68231878c156f04bf,Cold Tea,43.65419313416817,-79.40107491108753,Bar
"University of Toronto, Harbord",43.6626956,-79.4000493,4ad4c05ff964a52006f720e3,By the Way Cafe,43.66591829788256,-79.40752980847725,Middle Eastern Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4cfa9a2cee9cb60cc94e8bad,Herbs & Nutrition Qi Natural Food,43.665013428045555,-79.41189818065214,Health Food Store
"University of Toronto, Harbord",43.6626956,-79.4000493,4b798147f964a52055fd2ee3,Carlos' House of Spice,43.654188111731344,-79.40190419262933,Gourmet Shop
"University of Toronto, Harbord",43.6626956,-79.4000493,4ad4c063f964a52043f820e3,Hermes,43.669132231060935,-79.39268274923184,Clothing Store
"University of Toronto, Harbord",43.6626956,-79.4000493,4ad4c05ef964a520dbf620e3,The Bata Shoe Museum,43.66741594155602,-79.39996212207879,Museum
"University of Toronto, Harbord",43.6626956,-79.4000493,56d885cbcd105695600464d1,Torteria San Cosme,43.65470199390117,-79.40064636669985,Mexican Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,524c6ea511d207bb0817c28e,Nespresso Boutique - Bar,43.66988316570838,-79.39335858121262,Coffee Shop
"University of Toronto, Harbord",43.6626956,-79.4000493,4b535e0ff964a520529927e3,Burberry,43.66914488355015,-79.39314134722139,Boutique
"University of Toronto, Harbord",43.6626956,-79.4000493,4ae77af8f964a520c1ab21e3,Burrito Bandidos,43.66662530828417,-79.40552083714118,Burrito Place
"University of Toronto, Harbord",43.6626956,-79.4000493,4b27c1b9f964a5206f8924e3,Creatron Inc.,43.657265,-79.40336,Electronics Store
"University of Toronto, Harbord",43.6626956,-79.4000493,58fbf627c9f90731acb32f8f,The Hideout,43.65655707458983,-79.4071272909934,Bar
"University of Toronto, Harbord",43.6626956,-79.4000493,4b53bef9f964a52011aa27e3,The Madison Avenue Pub,43.667946944171426,-79.40348638003233,Pub
"University of Toronto, Harbord",43.6626956,-79.4000493,4f25a676e4b01b0c60b7f9c4,Thirsty and Miserable,43.65456533618983,-79.4015827891908,Beer Bar
"University of Toronto, Harbord",43.6626956,-79.4000493,58a7c100076be13f60d1dff5,Saigon Lotus Restaurant,43.654310800343325,-79.39922450076845,Vietnamese Restaurant
"University of Toronto, Harbord",43.6626956,-79.4000493,4adb5a00f964a5204c2621e3,I Deal Coffee,43.65505778213131,-79.40325401691655,Coffee Shop
"University of Toronto, Harbord",43.6626956,-79.4000493,4add4a97f964a520d26421e3,Pizza Gigi,43.661848,-79.408287,Pizza Place
"University of Toronto, Harbord",43.6626956,-79.4000493,4aada317f964a5201a6120e3,Isabel Bader Theatre,43.66732927030892,-79.39260350506324,College Theater
"University of Toronto, Harbord",43.6626956,-79.4000493,4aedd989f964a52083cf21e3,King's Cafe,43.65427040798248,-79.40189703859198,Vegetarian / Vegan Restaurant
"Runnymede, Swansea",43.6515706,-79.4844499,51f2a052498e3c69bf38ee85,The One That Got Away,43.64984188412754,-79.48261453424496,Fish & Chips Shop
"Runnymede, Swansea",43.6515706,-79.4844499,4dceaf5db0fb25f6e349cae3,Wibke's Espresso Bar,43.64913158497341,-79.48480237071465,Coffee Shop
"Runnymede, Swansea",43.6515706,-79.4844499,5434a336498e25b50077e07d,Campo,43.655191,-79.487067,Italian Restaurant
"Runnymede, Swansea",43.6515706,-79.4844499,4b91740af964a520adbd33e3,Coffee Tree Roastery,43.64964735112305,-79.48343639040918,Café
"Runnymede, Swansea",43.6515706,-79.4844499,546f7c9e498e9b5b70b88dca,Fat Bastard Burrito,43.6497791550768,-79.48289414342419,Burrito Place
"Runnymede, Swansea",43.6515706,-79.4844499,50e5ef7ee4b0e2b1ec8e24cf,Baka Gallery Cafe,43.65103966439781,-79.47760530158712,Café
"Runnymede, Swansea",43.6515706,-79.4844499,4bacf4d6f964a520ef1d3be3,Bread & Roses Bakery Cafe,43.651194318292276,-79.47665677628656,Bakery
"Runnymede, Swansea",43.6515706,-79.4844499,4f64f614e4b0eae10ad6bf2d,Zaza Espresso Bar & Gelato,43.65110626640462,-79.4777101044724,Café
"Runnymede, Swansea",43.6515706,-79.4844499,4af8ad0bf964a520200f22e3,Bryden's Pub,43.64925890136825,-79.4846509607823,Pub
"Runnymede, Swansea",43.6515706,-79.4844499,4b15aef7f964a52074b223e3,Asa Sushi,43.64990164450559,-79.4846109228881,Sushi Restaurant
"Runnymede, Swansea",43.6515706,-79.4844499,538a2055498e7b711dd3798a,Book City (Bloor West),43.65021080519715,-79.48122019699115,Bookstore
"Runnymede, Swansea",43.6515706,-79.4844499,4ad4c05ff964a52032f720e3,Queen's Pasta Café,43.65070658803776,-79.47797787214411,Italian Restaurant
"Runnymede, Swansea",43.6515706,-79.4844499,4b51f5c2f964a520945d27e3,Falafel World,43.649800784968164,-79.48272777159343,Falafel Restaurant
"Runnymede, Swansea",43.6515706,-79.4844499,4b92dbe4f964a5202b2234e3,Yumi Sushi,43.64989127391365,-79.4824044490675,Sushi Restaurant
"Runnymede, Swansea",43.6515706,-79.4844499,4b22d90ff964a520ab4e24e3,Amber European Restaurant,43.64994563414707,-79.48200902277628,French Restaurant
"Runnymede, Swansea",43.6515706,-79.4844499,4b929821f964a520e90734e3,New Balance,43.65095377580209,-79.4773976977124,Shoe Store
"Runnymede, Swansea",43.6515706,-79.4844499,4b3bde3ff964a520097d25e3,Max's Market,43.65052462233729,-79.47914453187883,Gourmet Shop
"Runnymede, Swansea",43.6515706,-79.4844499,4bd2e88077b29c74e9838f82,Bloom Restaurant,43.65030692996379,-79.4798355748952,Latin American Restaurant
"Runnymede, Swansea",43.6515706,-79.4844499,4b3be644f964a520ee7d25e3,Simply Thai,43.65078180371,-79.47760089101641,Thai Restaurant
"Runnymede, Swansea",43.6515706,-79.4844499,4b738edef964a520f1b32de3,Old Mill Inn,43.65087891570332,-79.49333325136755,Event Space
"Runnymede, Swansea",43.6515706,-79.4844499,580a459338faf1db4438ba33,Goodfellas Wood Oven Pizza,43.648224,-79.486356,Italian Restaurant
"Runnymede, Swansea",43.6515706,-79.4844499,502d7d4ee4b0eed9c2a73957,Yogurty's,43.651228146043934,-79.4755243018108,Frozen Yogurt Shop
"Runnymede, Swansea",43.6515706,-79.4844499,4b520e5df964a520876427e3,Hot Oven Bakery,43.651155311711776,-79.47656563536279,Bakery
"Runnymede, Swansea",43.6515706,-79.4844499,4bf312546ba2b7133a148977,Étienne Brulé Park,43.65281386452948,-79.49217796325684,Park
"Runnymede, Swansea",43.6515706,-79.4844499,4fecca6ee4b02235f35b9110,Mad Mexican,43.658522787607566,-79.48823335648142,Taco Place
"Runnymede, Swansea",43.6515706,-79.4844499,4b3a379bf964a520696225e3,Booster Juice,43.64980188,-79.4836826,Smoothie Shop
